UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,anomaly,score
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,0,0.11848769077235632
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,0,0.14110351240106195
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0,0,0.15234321541553048
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0,0,0.10711989199889266
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0,0,0.1051364702261588
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,0,0.07289085107648308
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0,0,0.11322072417446655
7567,L54746,L,300.3,311.0,1613,34.7,142,0,0,0,0,0,0,0,0.16641354768111355
7569,L54748,L,300.2,311.0,1627,33.7,147,0,0,0,0,0,0,0,0.16565325095228556
7570,L54749,L,300.2,311.0,1255,71.8,149,1,0,0,1,0,0,0,0.023808809340162163
7571,H36984,H,300.2,311.0,1777,27.5,151,0,0,0,0,0,0,0,0.1254062789045025
7572,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0,0,0.15842956006098302
7573,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0,0,0.14723813442613704
7574,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0,0,0.16098712822496702
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,0,0.1744112088002811
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,0,0.17255506625019995
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,0,0.17234807290018245
7578,L54757,L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0,0,0.16208567520296935
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,0,0.14605224558402347
7580,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0,0,0.12178627805176301
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,0,0.1457455134573113
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0,0,0.12309288675529878
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0,0,0.16640124545418655
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0,0,0.1582042296859681
7585,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0,0,0.1585566551533487
7586,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,0,0.14406276386463107
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,0,0.1579213280782445
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,0,0.12998710975062633
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,0,0.036122518325681696
7590,L54769,L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0,0,0.09632425019647606
7591,M22450,M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,0,0.1534494942137022
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,0,0.06509917549263877
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0,0,0.14368737523478747
7594,L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0,0,0.01232471807955371
7595,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,0,0.130386523202497
7596,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0,0,0.12277815245038814
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0,0,0.14856145027801715
7598,L54777,L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0,0,0.008792450349921821
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,0,0.1514571671637543
7600,L54779,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,0,0.10485224385307068
7601,M22460,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0,0,0.14351037950047912
7602,L54781,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0,0,0.06059834465664471
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,0,0.11060729803447011
7604,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0,0,0.1392140947437877
7605,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0,0,0.12972495068595147
7606,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0,0,0.015381196791807494
7607,M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0,0,0.09893227772591628
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0,0,0.16326807196768406
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,0,0.12074428781298091
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0,0,0.1632000871253666
7611,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0,0,0.1610434052092788
7612,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,0,0.14600931376921533
7613,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0,0,0.10983248862385597
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,0,0.16205228040136266
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,0,0.15088943967752227
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,0,0.1550783977412244
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,0,0.16501251664746586
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,0,0.15183311709032643
7619,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,0,0.11592921872323575
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,0,0.15461417706910385
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,0,0.14484558321955576
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,0,0.16691402631035807
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,0,0.14460047484834887
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,0,0.10423754952790781
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,0,0.14634874037603368
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,0,0.14779937839655188
7627,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,0,0.12443108564894129
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,0,0.14880586700308168
7629,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,0,0.13737994566802408
7630,M22489,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,0,0.03522359629553584
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,0,0.16075222809887413
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,0,0.14472552111979436
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,0,0.10794156972464586
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,0,0.1655609780633876
7635,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,0,0.173888783900899
7636,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,0,0.16653310612424854
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,0,0.1258131310693414
7638,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,0,0.14773059690338836
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,0,0.14610826588718168
7640,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,0,0.1732918289231719
7641,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,0,0.16488213769413723
7642,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,0,0.11330332682604866
7643,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,0,0.15661217281280426
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,0,0.15227061626295302
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,0,0.16742935385763202
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,0,0.14613069225101905
7647,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,0,0.07943536113845795
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,0,0.13427241211155067
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,0,0.1498323327589346
7650,H37063,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,0,0.1419239073495694
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,0,0.1084805111595209
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,0,0.15853083988451988
7653,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,0,0.1349942116715494
7654,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,0,0.16778602186073427
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,0,0.1624136380702464
7656,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,0,0.15869455610446687
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,0,0.14414171240667806
7658,L54837,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,0,0.14175691494262144
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,0,0.1168926014927853
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,0,0.16000456134022234
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,0,0.0877235014986234
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,0,0.15425550088958717
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,0,0.1372916462268442
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,0,0.12273088037923152
7665,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,0,0.13694976366730066
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,0,0.15974745778697852
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,0,0.1357566862309742
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,0,0.1405920112624695
7669,L54848,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,0,0.13532082723848143
7670,L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,0,0.08655764025639578
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,0,0.1529285795382304
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,0,0.13227367317490424
7674,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,0,0.14839589892275096
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,0,0.13759175686505065
7676,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,0,0.13613548130349584
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,0,0.11578276473567728
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,0,0.104205413792684
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,0,0.09457334160478315
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,0,0.10253185255654418
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,0,0.10069729998962323
7682,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,0,0.09875982197739563
7683,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,0,0.08149065584854387
7684,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,0,0.08908479291551508
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,0,0.07869874078075656
7686,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,0,0.07870308309211815
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,0,0.08066019781628841
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,0,0.1156602387808196
7690,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,0,0.11613254335238316
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,0,0.12308803268119661
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,0,0.08557602191821534
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,0,0.137746567686012
7694,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,0,0.026936034423328814
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,0,0.1330438766947295
7696,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,0,0.1267643464969725
7697,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,0,0.046221129042007036
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,0,0.14519650459950506
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,0,0.13804924473534286
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,0,0.1486397743346809
7701,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,0,0.06250618509338024
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,0,0.14518899444679367
7703,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,0,0.10676263081267962
7704,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,0,0.056420208899554125
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,0,0.1368821728361131
7706,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,0,0.11322477621271165
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,0,0.11944472192546113
7708,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,0,0.12646707165054488
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,0,0.12615196937829337
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,0,0.16756796028447485
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,0,0.1466108029736755
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,0,0.10482177130143655
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,0,0.16683326943122007
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,0,0.023875072179023404
7715,L54894,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,0,0.16771395347734303
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,0,0.1122126981764725
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,0,0.14771353483004096
7718,L54897,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,0,0.12716186139359187
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,0,0.1470715609385731
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,0,0.14339102924371339
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,0,0.16498777919201957
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,0,0.15695354582917642
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,0,0.11996059319032376
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,0,0.11835471185750618
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,0,0.16342217742776555
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,0,0.1015956653011505
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,0,0.09723595907150989
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,0,0.12808730917668215
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,0,0.1446120374743517
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,0,0.08467203757367248
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,0,0.14819047901600851
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,0,0.12660624995292424
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,0,0.13997956258653843
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,0,0.14812887348673143
7735,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,0,0.1196198324769806
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,0,0.11069921656006942
7737,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,0,0.1170741173617949
7738,M22597,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,0,0.025394013901875345
7739,M22598,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,0,0.051114101400012824
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,0,0.13255980896318126
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,0,0.13990891882800893
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,0,0.14073130769897524
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,0,0.08941609586732646
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,0,0.1067920409797829
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,0,0.07952138944074383
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,0,0.15256622831347305
7747,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,0,0.15316233899252002
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,0,0.10168123969654408
7749,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,0,0.14008927965192897
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,0,0.13758560923930369
7751,L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,0,0.13764171469562964
7752,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,0,0.14010610332924195
7753,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,0,0.0675158870746525
7754,M22613,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,0,0.12733254196155153
7755,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,0,0.1505376452685317
7756,M22615,M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0,0,0.12012473281901231
7757,L54936,L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0,0,0.09209237126267039
7758,M22617,M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0,0,0.09867340773116756
7759,L54938,L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0,0,0.10908843037715266
7760,L54939,L,300.4,311.8,1272,59.2,198,1,0,0,0,1,0,0,0.047784642613801
7761,M22620,M,300.4,311.7,1511,33.0,200,0,0,0,0,0,0,0,0.13031977354527685
7762,H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0,0,0.1080158279495052
7763,M22622,M,300.3,311.5,1400,43.8,0,0,0,0,0,0,0,0,0.1068967463287705
7765,M22624,M,300.4,311.7,1555,38.7,5,0,0,0,0,0,0,0,0.12501252514401906
7766,H37179,H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0,0,0.08030593752529802
7767,L54946,L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0,0,0.09272405652457338
7768,H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0,0,0.08644102915739993
7769,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0,0,0.028000848108425624
7770,L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0,0,0.1368964496094332
7771,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,0,0.12901015998332077
7772,L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0,0,0.09970405170004815
7773,H37186,H,300.3,311.5,1464,41.0,29,0,0,0,0,0,0,0,0.14988125601374014
7774,L54953,L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0,0,0.08429121147915075
7775,L54954,L,300.3,311.5,1634,31.9,36,0,0,0,0,0,0,0,0.12802485320841173
7776,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0,0,0.12210293336053402
7777,M22636,M,300.3,311.5,1445,47.3,40,0,0,0,0,0,0,0,0.14149792027171815
7778,L54957,L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0,0,0.10266786117304588
7779,L54958,L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0,0,0.15783658914982257
7780,L54959,L,300.5,311.7,1811,26.8,47,0,0,0,0,0,0,0,0.08117359718378225
7781,L54960,L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0,0,0.07798817832078109
7782,L54961,L,300.4,311.7,1513,40.0,51,0,0,0,0,0,0,0,0.15183930498375386
7783,M22642,M,300.4,311.6,1518,36.4,53,0,0,0,0,0,0,0,0.1561332224084282
7784,L54963,L,300.3,311.5,1667,28.8,56,0,0,0,0,0,0,0,0.12447702174705161
7785,L54964,L,300.3,311.5,1403,60.1,58,0,0,0,0,0,0,0,0.09075600985227927
7786,L54965,L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0,0,0.13996811636904416
7787,L54966,L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0,0,0.15471100863741333
7788,L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0,0,0.14015335017296793
7789,M22648,M,300.2,311.5,1547,40.9,66,0,0,0,0,0,0,0,0.15936237206339632
7790,L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0,0,0.1641709450798578
7791,L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0,0,0.12384181505726055
7792,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,0,0.15478072685719252
7793,H37206,H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0,0,0.16734882485383284
7794,L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0,0,0.15678039415385836
7795,M22654,M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0,0,0.1090220134741216
7796,H37209,H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0,0,0.12994484772641468
7797,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0,0,0.13712628948938987
7798,L54977,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0,0,0.16384508430507327
7799,L54978,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,0,0.10376478462612115
7800,L54979,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,0,0.14787803009329753
7801,M22660,M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0,0,0.16537711797380972
7802,L54981,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,0,0.1443022174469264
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,0,0.10811574102564242
7804,M22663,M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0,0,0.16604913162395946
7805,M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0,0,0.16276636311464338
7806,L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0,0,0.12735611310658446
7807,L54986,L,300.0,311.5,1349,48.6,113,0,0,0,0,0,0,0,0.12833114215381947
7808,M22667,M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0,0,0.1475546390478084
7809,L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0,0,0.15343282150734222
7810,M22669,M,300.0,311.4,1537,35.4,120,0,0,0,0,0,0,0,0.16594985763419284
7812,M22671,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0,0,0.16550202309582884
7813,L54992,L,300.0,311.5,1666,32.0,128,0,0,0,0,0,0,0,0.14221603254276372
7814,L54993,L,300.0,311.5,1455,41.7,130,0,0,0,0,0,0,0,0.16180666662400878
7815,L54994,L,300.0,311.4,1927,24.6,132,0,0,0,0,0,0,0,0.08083899262745342
7816,M22675,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0,0,0.13430322604515849
7817,L54996,L,299.8,311.2,1533,35.9,137,0,0,0,0,0,0,0,0.16830007429012012
7818,H37231,H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0,0,0.10467941357007937
7819,L54998,L,299.8,311.2,2142,16.6,144,0,0,0,0,0,0,0,0.013877604980961356
7820,L54999,L,299.8,311.2,1369,46.2,146,0,0,0,0,0,0,0,0.14831044241626962
7821,M22680,M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0,0,0.13857898257404783
7822,L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0,0,0.10078290779755261
7823,H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0,0,0.1578288476748242
7824,L55003,L,300.0,311.3,1484,53.2,158,0,0,0,0,0,0,0,0.1402682092662924
7825,L55004,L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0,0,0.16361372036916655
7826,M22685,M,299.9,311.2,1579,35.5,162,0,0,0,0,0,0,0,0.16470387970829053
7827,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0,0,0.052904964800103205
7828,M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0,0,0.16512248814122615
7829,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,0,0.1606698136774044
7830,L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0,0,0.1363986480332569
7831,H37244,H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0,0,0.15765523926102865
7832,M22691,M,300.0,311.4,1533,42.6,180,0,0,0,0,0,0,0,0.1541644743491964
7833,L55012,L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,0,0.15240162100397742
7834,L55013,L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0,0,0.14398640024788223
7835,L55014,L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0,0,0.14932316637066873
7836,L55015,L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0,0,0.14445063093096677
7837,L55016,L,300.1,311.4,1604,35.0,191,0,0,0,0,0,0,0,0.14479745574738678
7838,L55017,L,300.2,311.5,1685,31.0,193,0,0,0,0,0,0,0,0.12449802082234424
7839,L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0,0,0.11873826360909218
7840,L55019,L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0,0,0.1261670858839225
7841,L55020,L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0,0,0.1262217466266855
7842,L55021,L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0,0,0.14100480760312067
7843,L55022,L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0,0,0.11925647338412337
7844,M22703,M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0,0,0.11070008915616181
7845,L55024,L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0,0,0.12220227406252032
7846,L55025,L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0,0,0.03408054377934755
7847,M22706,M,300.2,311.6,1608,35.0,212,0,0,0,0,0,0,0,0.11227899866230606
7848,L55027,L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0,0,0.06961417523588964
